p_date,p_est,p_cort,p_pro,,s_date,s_est,s_cort,s_pro,,m_date,m_est,m_cort,m_pro
,,,,,30-Jan-16,1972.695313,676.609375,333.984375,,27-Jan-16,585.2631579,274.7758285,309.1636364
,,,,,31-Jan-16,860.8514851,381.5445545,233.6792079,,28-Jan-16,532.0750988,268.1343874,189.0526316
,,,,,1-Feb-16,942.6153846,329.1230769,140.7461538,,29-Jan-16,776.4848485,399.9111111,192.6640316
,,,,,2-Feb-16,990.5625,404.0583333,323.475,,30-Jan-16,1925.317919,623.0211946,299.3454545
,,,,,3-Feb-16,1158.906883,310.2753036,273.9352227,,31-Jan-16,988.4241245,372.2801556,582.7976879
,,,,,4-Feb-16,1199.141221,295.259542,239.5648855,,1-Feb-16,1568.203125,535.7265625,310.1322957
,,,,,5-Feb-16,1289.098039,429.2627451,278.5411765,,2-Feb-16,1491.284585,332.3715415,343.6875
,,,,,6-Feb-16,1379.502075,311.1120332,271.7178423,,3-Feb-16,1929.719439,510.501002,315.4624506
,,,,,7-Feb-16,1464.9501,316.0798403,305.245509,,4-Feb-16,1875.964215,573.2962227,330.5651303
,,,,,8-Feb-16,1825.645833,390.6666667,352.35,,5-Feb-16,2373.938224,553.4903475,387.554672
,,,,,9-Feb-16,1113.561077,543.5279503,268.0248447,,6-Feb-16,545.7746479,251.2354125,311.1428571
,,,,,10-Feb-16,1109.311024,352.2519685,297.1417323,,7-Feb-16,1295.769981,575.7348928,178.1891348
,,,,,11-Feb-16,2653.454545,432.5818182,454.6909091,,8-Feb-16,1659.860835,576.0795229,295.5087719
,,,,,12-Feb-16,1122.02729,256.0779727,275.7894737,,9-Feb-16,2762.811881,582.7564356,360.7157058
,,,,,13-Feb-16,594.1,149.296,156.456,,10-Feb-16,2058.585462,464.1493124,422.9465347
,,,,,14-Feb-16,250.8571429,84.60408163,91.2,,11-Feb-16,2462.192308,486.7846154,340.762279
,,,,,15-Feb-16,215.86,152.776,77.664,,12-Feb-16,1778.31068,515.4640777,279.6923077
,,,,,16-Feb-16,1651.633858,316.4251969,270.2125984,,13-Feb-16,2588.431772,525.6130346,262.7650485
,,,,,17-Feb-16,251.3193117,103.2887189,100.5659656,,14-Feb-16,857.02,323.256,336.5376782
,,,,,18-Feb-16,1880.082305,348.526749,277.6296296,,15-Feb-16,1532.768031,331.1890838,362.376
,,,,,19-Feb-16,1006.020408,258.4081633,244.7265306,,16-Feb-16,2113.727088,416.3340122,163.3684211
,,,,,21-Feb-16,2296.214575,826.097166,468.8744939,,17-Feb-16,2273.910387,521.7678208,184.5458248
,,,,,22-Feb-16,458.484252,140.4173228,145.5826772,,18-Feb-16,951.2851406,470.9076305,181.0264766
,,,,,23-Feb-16,1734.543726,341.9163498,324.9581749,,19-Feb-16,1472.217742,651.9758065,133.6565657
,,,,,24-Feb-16,2618.590734,616.2857143,371.1891892,,20-Feb-16,158.5686654,81.0754352,380.25
,,,,,25-Feb-16,1541.428571,510.9565217,352.621118,,21-Feb-16,1455.898438,461.3125,73.09090909
,,,,,26-Feb-16,.,.,.,,22-Feb-16,1393.722772,526.4079208,271.8984375
,,,,,27-Feb-16,.,.,.,,23-Feb-16,1310.039216,585.654902,273.8138614
,,,,,28-Feb-16,.,.,.,,24-Feb-16,1149.787645,453.8841699,379.5529412
,,,,,29-Feb-16,715.5918367,380.0571429,321.4285714,,25-Feb-16,1068.822314,696.7107438,243.6602317
,,,,,1-Mar-16,1291.703854,435.148073,399.2129817,,26-Feb-16,724.6850394,374.5748031,286.7355372
,,,,,2-Mar-16,1570.745098,408.4156863,499.6235294,,27-Feb-16,285.5060729,176.3076923,261.496063
,,,,,3-Mar-16,2200.314342,442.2789784,469.2730845,,28-Feb-16,731.9556452,195.0241935,219.8623482
,,,,,4-Mar-16,959.2479675,297.6585366,306.5853659,,29-Feb-16,1724.038462,4021.269231,228.5564516
,,,,,5-Mar-16,2148.511066,430.0523139,482.3420523,,1-Mar-16,466.3600783,4951.726027,254.1686747
,,,,,6-Mar-16,1509.94012,369.7884232,428.8383234,,2-Mar-16,870.1386139,491.3346535,368.8062622
,,,,,7-Mar-16,2637.474542,620.2851324,430.2403259,,3-Mar-16,1016.546906,480.5429142,338.1861386
,,,,,8-Mar-16,1396.22,332.528,421.2,,4-Mar-16,468.5062241,336.3070539,353.1017964
,,,,,9-Mar-16,1218.985507,444.9358178,347.4037267,,5-Mar-16,1413.034623,406.2729124,244.5311203
,,,,,10-Mar-16,1377.524178,371.9458414,381.655706,,6-Mar-16,1181.040816,530.5061224,430.3869654
,,,,,11-Mar-16,1788.235294,300.811359,399.9432049,,7-Mar-16,462.4902724,1895.486381,348.0979592
,,,,,12-Mar-16,995.1976285,321.1857708,372.2371542,,8-Mar-16,626.7184466,128.0621359,307.8910506
,,,,,13-Mar-16,807.6893204,322.9980583,265.4912621,,9-Mar-16,1319.524752,503.8415842,328.7533981
,,,,,14-Mar-16,992.555332,364.2736419,317.915493,,10-Mar-16,850.0779727,389.0604288,377.1089109
,,,,,15-Mar-16,626.0956175,236.4780876,208.9721116,,11-Mar-16,433.7449393,167.3036437,334.5964912
,,,,,16-Mar-16,1399.83871,362.4274194,379.016129,,12-Mar-16,1358.439425,439.8193018,180.582996
,,,,,17-Mar-16,1251.309524,517.015873,412.5,,13-Mar-16,822.7360308,372.9325626,349.1334702
,,,,,18-Mar-16,996.1046512,267.8914729,346.8837209,,14-Mar-16,1296.115385,369.6692308,350.0809249
,,,,,19-Mar-16,1503.333333,444.4862745,411.6705882,,15-Mar-16,1541.77551,502.3755102,340.7538462
,,,,,21-Mar-16,2382.007874,562.5748031,491.9527559,,16-Mar-16,1645.613682,480.193159,359.4857143
,,,,,22-Mar-16,2140.019646,545.1709234,501.3831041,,17-Mar-16,1300.736196,325.4805726,389.8430584
,,,,,23-Mar-16,1701.44898,382.0163265,447.2816327,,18-Mar-16,1508.49505,965.449505,275.7791411
,,,,,24-Mar-16,1230.407332,342.2892057,340.0570265,,19-Mar-16,1190.838446,373.202454,309.1722772
,,,,,25-Mar-16,.,.,.,,20-Mar-16,506.3510848,180.8915187,347.9263804
,,,,,26-Mar-16,.,.,.,,21-Mar-16,1962.370062,334.9355509,91.85798817
,,,,,27-Mar-16,.,.,.,,22-Mar-16,890.8436214,970.1234568,371.002079
,,,,,28-Mar-16,726.5439673,165.2377049,255.2392638,,23-Mar-16,1446.097561,532.0162602,317.9259259
,,,,,29-Mar-16,807.9876797,179.6790123,294.9486653,,24-Mar-16,1682.18,572.096,336.6585366
,,,,,30-Mar-16,274.25,50.17142857,138,,25-Mar-16,776.6336634,470.970297,416.448
,,,,,31-Mar-16,992.2336066,252.675835,240.3442623,,26-Mar-16,841.1597374,386.7571116,290.2811881
,,,,,31-Mar-16,772.9423868,238.2798354,281.7037037,,27-Mar-16,916.765873,378.6031746,300.6827133
,,,,,1-Apr-16,847.6122449,239,265.9591837,,28-Mar-16,813.2591093,321.4817814,212.4285714
,,,,,2-Apr-16,530.1178782,141.2796781,205.2495088,,29-Mar-16,632.8543307,273.7637795,282.0242915
,,,,,3-Apr-16,409.6721311,77.18834951,185.9016393,,30-Mar-16,1024.13442,472.9857434,248.2440945
,,,,,4-Apr-16,266.1046512,73.28063241,101.372093,,31-Mar-16,901.6283525,313.4329502,274.2892057
,,,,,5-Apr-16,498.5110664,182.9105058,216.6519115,,1-Apr-16,946.2680412,301.4845361,284
,,,,,6-Apr-16,1147.631068,272.2174757,255.7048544,,2-Apr-16,814.194831,391.1093439,268.1072165
,,,,,7-Apr-16,906.1660079,281.6284585,255.5573123,,3-Apr-16,0,377.6957404,255.5069583
,,,,,8-Apr-16,2014.357977,431.0194553,339.3385214,,4-Apr-16,708.4156379,1523.061728,
,,,,,10-Apr-16,918.75,272.925,290.325,,5-Apr-16,401.4478114,80.47138047,329.3333333
,,,,,10-Apr-16,3294.101563,529.9921875,291.234375,,,,,
,,,,,11-Apr-16,1387.346939,331.877551,365.8040816,,,,,
,,,,,12-Apr-16,879.6679688,219.7734375,278.3671875,,,,, 
,,,,,13-Apr-16,1230.481696,280,288.5549133,,,,,
,,,,,14-Apr-16,1817.042254,352.7323944,309.0784708,,,,,
,,,,,15-Apr-16,2272.734375,539.1796875,354.796875,,,,,
,,,,,17-Apr-16,1491.325052,323.7101449,318.5590062,,,,,
,,,,,18-Apr-16,1794.417671,343.5100402,369.7590361,,,,,
,,,,,19-Apr-16,1775.340206,399.8762887,340.9979381,,,,,
,,,,,20-Apr-16,1828.723404,597.7794971,355.1953578,,,,,
,,,,,21-Apr-16,947.3346304,466.3657588,446.4280156,,,,,
,,,,,22-Apr-16,1298.461538,343.7255717,341.7380457,,,,,
,,,,,23-Apr-16,1345.976563,326.71875,287.15625,,,,,
,,,,,24-Apr-16,1770.393701,442.3228346,301.5354331,,,,,
,,,,,25-Apr-16,1584.252427,467.6660194,381.8796117,,,,,
,,,,,26-Apr-16,1339.492901,295.0831643,339.3346856,,,,,
,,,,,27-Apr-16,1096.995885,333.563786,224.1481481,,,,,
,,,,,28-Apr-16,1276.814672,323.1428571,174.5096525,,,,,
,,,,,29-Apr-16,1815.867769,423.7438017,314.4049587,,,,,
,,,,,30-Apr-16,1512.83237,349.8651252,242.4971098,,,,,
,,,,,1-May-16,1041.686275,223.1921569,208.8705882,,,,,
,,,,,2-May-16,1160.914634,280.9430894,253.8292683,,,,,
,,,,,3-May-16,1245.539419,485.0124481,292.9294606,,,,,
,,,,,4-May-16,501.1340206,231.6206186,336.0247423,,,,,
,,,,,5-May-16,826.4117647,286.0784314,278.1882353,,,,,
,,,,,6-May-16,788.3693517,254.1925344,232.1257367,,,,,
,,,,,7-May-16,1794.45663,434.1375872,372.4905284,,,,,
,,,,,8-May-16,1603.444227,252.8610568,342.1056751,,,,,
,,,,,9-May-16,1145.97561,238.3333333,399.6585366,,,,,
,,,,,10-May-16,1166.855469,210.6796875,289.40625,,,,,
,,,,,11-May-16,1219.189723,202.972332,310.7667984,,,,,
,,,,,12-May-16,674.033264,164.8232848,285.6798337,,,,,
,,,,,13-May-16,747.6583493,304.9673704,228.2994242,,,,,
,,,,,15-May-16,876.5277778,203.7777778,266.3571429,,,,,
,,,,,16-May-16,1274.692308,6122.146154,278.7923077,,,,,
,,,,,17-May-16,1653.292929,244.0808081,330.0363636,,,,,
,,,,,18-May-16,1750.118812,305.2752475,488.6019802,,,,,
,,,,,19-May-16,1798.672032,302.527163,381.22334,,,,,
,,,,,23-May-16,1153.754941,222.0948617,297.9604743,,,,,
,,,,,24-May-16,1711.820041,260.6298569,352.0490798,,,,,
,,,,,25-May-16,1320.618762,370.8982036,257.6047904,,,,,
,,,,,26-May-16,765.3783231,229.595092,223.0674847,,,,,
,,,,,28-May-16,1478.553719,265.0743802,328.9834711,,,,,
,,,,,29-May-16,1281.523046,320.0480962,330.492986,,,,,
,,,,,1-Jun-16,1262.755102,215.1591837,279.6244898,,,,,
,,,,,3-Jun-16,2299.381044,3583.009671,292.5957447,,,,,
,,,,,5-Jun-16,1179.524793,379.5123967,237.7933884,,,,,
,,,,,6-Jun-16,988.7751004,430.9076305,307.4457831,,,,,
,,,,,7-Jun-16,2092.205029,587.7833656,272.8897485,,,,,
,,,,,8-Jun-16,1240,542.8536585,297.4390244,,,,,
,,,,,10-Jun-16,1620.697674,446.496124,219.627907,,,,,
,,,,,11-Jun-16,865.9459459,266.8108108,225.7992278,,,,,
,,,,,12-Jun-16,909.1700405,565.5546559,211.0445344,,,,,
,,,,,13-Jun-16,931.9958848,423.5061728,234.8148148,,,,,
,,,,,15-Jun-16,1326.245059,437.1067194,223.9683794,,,,,
,,,,,16-Jun-16,1337.374749,415.3987976,298.5330661,,,,,
,,,,,17-Jun-16,1056.607843,375.6392157,265.0588235,,,,,
,,,,,18-Jun-16,1336.904762,325.468254,216.5,,,,,
,,,,,19-Jun-16,800.8644401,239.2062868,198.3182711,,,,,
,,,,,20-Jun-16,1084.59725,308.0943026,197.2573674,,,,,
,,,,,21-Jun-16,1186.42998,533.6252465,295.2426036,,,,,
,,,,,22-Jun-16,1223.588235,472.854902,234.2823529,,,,,
,,,,,24-Jun-16,679.184466,279.8524272,159.5184466,,,,,
,,,,,25-Jun-16,1785.884615,653.0615385,314.1692308,,,,,
,,,,,29-Jun-16,1721.552063,606.0353635,222.8605108,,,,,
,,,,,30-Jun-16,378,211.808,170.712,,,,,
,,,,,12-Jul-16,2233.245968,544.9596774,315.2177419,,,,,
,,,,,13-Jul-16,1813.232932,585.5662651,326.313253,,,,,
,,,,,14-Jul-16,1539.263566,623.2015504,340.6046512,,,,,
,,,,,17-Jul-16,1351.252567,478.201232,315.7207392,,,,,
,,,,,18-Jul-16,1062.461538,6569.1,336.0461538,,,,,
,,,,,19-Jul-16,1303.360489,539.5845214,314.4684318,,,,,
,,,,,20-Jul-16,885.2046784,543.9610136,290.5263158,,,,,
,,,,,21-Jul-16,2568.915663,10838.38554,458.0963855,,,,,
,,,,,22-Jul-16,1003.436293,744.5328185,297.6602317,,,,,
,,,,,23-Jul-16,1105.038911,566.0389105,454.4824903,,,,,
,,,,,24-Jul-16,868.4879032,568.016129,279.8709677,,,,,
,,,,,25-Jul-16,1064.512922,792.5248509,427.6341948,,,,,
,,,,,26-Jul-16,1018.681542,436.6004057,269.306288,,,,,
,,,,,27-Jul-16,776.4603482,488.1547389,278.3907157,,,,,
,,,,,28-Jul-16,1398.928571,463.8809524,382.2857143,,,,,
,,,,,29-Jul-16,407.5050302,319.2676056,241.1348089,,,,,
,,,,,30-Jul-16,584.1393443,310.8934426,346.5,,,,,
,,,,,31-Jul-16,717.1517672,634.6029106,312.6985447,,,,,
,,,,,1-Aug-16,2656.25,1066.717742,378.7258065,,,,,
,,,,,3-Aug-16,1132.442308,623.1,337.8461538,,,,,
,,,,,4-Aug-16,921.7115385,600.0230769,250.8923077,,,,,
,,,,,5-Aug-16,939.2563601,1099.819961,389.1663405,,,,,
,,,,,6-Aug-16,991.1646586,550.5783133,247.5180723,,,,,
,,,,,7-Aug-16,676.5936255,473.3784861,204.4541833,,,,,
,,,,,8-Aug-16,561.8825911,402.2672065,236.3319838,,,,,
,,,,,9-Aug-16,434.198783,957.4442191,171.6024341,,,,,
,,,,,10-Aug-16,782.7920792,474.1782178,250.360396,,,,,
,,,,,12-Aug-16,382.7868852,345.0163934,192.2459016,,,,,
,,,,,13-Aug-16,477.1760155,528.8355899,182.2978723,,,,,
,,,,,14-Aug-16,923.8030888,443.6293436,388.4247104,,,,,
,,,,,15-Aug-16,784.0667976,490.0196464,252.1414538,,,,,
,,,,,16-Aug-16,386.2896825,349.1746032,186.5714286,,,,,
,,,,,17-Aug-16,678.8247423,448.6762887,181.0391753,,,,,
,,,,,18-Aug-16,773.6923077,850.6384615,267.6461538,,,,,
,,,,,19-Aug-16,643.5502959,432.6390533,270.816568,,,,,
,,,,,20-Aug-16,593.4081633,465.6244898,177.355102,,,,,
,,,,,21-Aug-16,653.976834,474.6254826,196.6795367,,,,,
,,,,,21-Aug-16,1457.302505,714.4971098,399.1907514,,,,,
,,,,,22-Aug-16,802.2016461,486,312.6666667,,,,,
,,,,,23-Aug-16,351.2903226,402.4435484,150.8709677,,,,,
,,,,,24-Aug-16,490.3076923,324.6,148.8461538,,,,,
,,,,,25-Aug-16,628.6902287,443.027027,181.4968815,,,,,
,,,,,26-Aug-16,527.4949495,429.6,232.4363636,,,,,
,,,,,27-Aug-16,707.4609375,590.5546875,212.765625,,,,,
,,,,,28-Aug-16,734.0612245,564.0489796,239.8040816,,,,,
,,,,,29-Aug-16,702.6061776,630.3011583,213.5675676,,,,,
,,,,,30-Aug-16,582.4564797,549.9651838,217.3926499,,,,,
,,,,,31-Aug-16,467.75,367.3615385,131.8153846,,,,,
,,,,,1-Sep-16,788.5214008,463.0505837,224.1245136,,,,,
,,,,,2-Sep-16,1150.28866,565.5092784,287.257732,,,,,
,,,,,3-Sep-16,1056.742739,602.340249,317.2033195,,,,,
,,,,,4-Sep-16,583.0538922,533.3333333,182.8023952,,,,,
,,,,,5-Sep-16,926.0208333,470.4416667,270.3,,,,,
,,,,,6-Sep-16,709.2213115,410.0655738,184.8688525,,,,,
,,,,,7-Sep-16,893.5009671,445.8800774,251.582205,,,,,
,,,,,8-Sep-16,872.972973,351.7065637,148.030888,,,,,
,,,,,9-Sep-16,1137.369478,339.1084337,217.5903614,,,,,
,,,,,10-Sep-16,724.5631068,504.768932,211.176699,,,,,
,,,,,11-Sep-16,1047.7842,572.7013487,277.8728324,,,,,
,,,,,12-Sep-16,811.2127237,381.3518887,269.6779324,,,,,
,,,,,13-Sep-16,1215.516529,496.338843,227.4545455,,,,,
,,,,,14-Sep-16,923.9615385,391.8,241.2692308,,,,,
,,,,,15-Sep-16,1706.933868,630.2284569,306.757515,,,,,
,,,,,16-Sep-16,1443.747535,646.556213,424.5443787,,,,,
,,,,,18-Sep-16,1416.647287,470.1627907,294.1395349,,,,,
,,,,,19-Sep-16,1247.288802,516.589391,309.1473477,,,,,
,,,,,20-Sep-16,702.3865878,338.1333333,183.3454545,,,,,
,,,,,21-Sep-16,1357.267442,528.1609658,224.6921529,,,,,
,,,,,22-Sep-16,1183.280943,586.7111984,300.4479371,,,,,
,,,,,23-Sep-16,652.5252525,387.2161616,186.8363636,,,,,
,,,,,24-Sep-16,1479.71831,621.8028169,264.7484909,,,,,
,,,,,25-Sep-16,1009.089147,292.8604651,233.6511628,,,,,
,,,,,26-Sep-16,816.7983368,253.3970894,241.4469854,,,,,
,,,,,27-Sep-16,984.1796875,495.328125,230.8359375,,,,,
,,,,,28-Sep-16,1221.184466,480.9786408,237.8097087,,,,,
,,,,,29-Sep-16,786.0810811,263.3050193,186.6718147,,,,,
,,,,,30-Sep-16,1158.784861,428.2948207,281.7609562,,,,,
,,,,,1-Oct-16,1552.638889,632.5952381,346.2142857,,,,,
,,,,,2-Oct-16,2022.123016,814.3984064,393.9920319,,,,,
,,,,,3-Oct-16,1046.115538,418.1014199,259.3022312,,,,,
,,,,,5-Oct-16,445.1318458,188.16826,160.4512428,,,,,
,,,,,6-Oct-16,1448.833652,560.2380952,358.0714286,,,,,
,,,,,7-Oct-16,837.9166667,350.2268041,211.843299,,,,,
,,,,,8-Oct-16,2567.525773,751.2298137,275.0310559,,,,,
,,,,,9-Oct-16,1416.480331,485.4566474,302.8439306,,,,,
,,,,,10-Oct-16,1907.880539,394.5497076,263.8596491,,,,,
,,,,,11-Oct-16,838.4795322,224.4291498,157.9919028,,,,,
,,,,,12-Oct-16,806.8825911,333.6296296,198.0740741,,,,,
,,,,,13-Oct-16,1120.534979,482.3953488,212.9302326,,,,,
,,,,,14-Oct-16,1672.189922,878.9491283,373.8428469,,,,,
,,,,,16-Oct-16,991.9035109,312.9677419,287.0564516,,,,,
,,,,,16-Oct-16,725.9072581,223.8884462,219.6573705,,,,,
,,,,,17-Oct-16,1158.187251,545.5687885,287.1129363,,,,,
,,,,,18-Oct-16,655.9958932,300.4243615,188.4872299,,,,,
,,,,,19-Oct-16,917.2336066,329.704918,281.8770492,,,,,
,,,,,20-Oct-16,945.6346154,448.4076923,246.1846154,,,,,
,,,,,21-Oct-16,676.743738,253.0867052,202.7514451,,,,,
,,,,,23-Oct-16,1226.178862,478.3902439,281.5609756,,,,,
,,,,,24-Oct-16,751.9111969,286.6100386,268.8880309,,,,,
,,,,,24-Oct-16,651.3786408,153.9262136,133.1883495,,,,,
,,,,,25-Oct-16,570.019685,245.4330709,126.4488189,,,,,
,,,,,26-Oct-16,726.8918919,295.9227799,206.1312741,,,,,
,,,,,27-Oct-16,1133.668639,496.7337278,252.4970414,,,,,
,,,,,28-Oct-16,410.6949807,267.9150579,109.2277992,,,,,
,,,,,29-Oct-16,1100.355731,345.4387352,238.1264822,,,,,
,,,,,30-Oct-16,580.8070866,274.6062992,140.2204724,,,,,
,,,,,31-Oct-16,1480.714286,431.6428571,320.7857143,,,,,
,,,,,1-Nov-16,795.7729941,440.8062622,164.9706458,,,,,
,,,,,2-Nov-16,1161.085271,343.2790698,208.3255814,,,,,
,,,,,3-Nov-16,849.3897638,242.1732283,233.4330709,,,,,
,,,,,4-Nov-16,1339.108527,495.9069767,320.9302326,,,,,
,,,,,5-Nov-16,788.4807692,175.5692308,199.5230769,,,,,
,,,,,6-Nov-16,1771.472868,651.9069767,240.1395349,,,,,
,,,,,7-Nov-16,998.9980354,413.1630648,246.978389,,,,,
,,,,,8-Nov-16,1621.964981,437.0661479,305.3696498,,,,,
,,,,,9-Nov-16,1532.135922,327.7281553,261.7864078,,,,,
,,,,,10-Nov-16,1735.647969,561.4700193,317.106383,,,,,
,,,,,11-Nov-16,937.0020121,279.6458753,268.5150905,,,,,
,,,,,12-Nov-16,796.8665377,282.0119284,324.5725646,,,,,
,,,,,13-Nov-16,466.861167,265.787234,191.2804642,,,,,
,,,,,14-Nov-16,438.6282306,231.6614173,272.2677165,,,,,
,,,,,15-Nov-16,861.1992263,244,305.5473888,,,,,
,,,,,16-Nov-16,1045.137795,295.1020408,271.9133858,,,,,
,,,,,17-Nov-16,694.9418605,177.1860465,296.9302326,,,,,
,,,,,18-Nov-16,1181.095618,288.3585657,322.5657371,,,,,
,,,,,19-Nov-16,3297.880539,570.4508671,523.9075145,,,,,
,,,,,20-Nov-16,893.7860082,179.8271605,264.5925926,,,,,
,,,,,21-Nov-16,1258.667954,5923.528958,302.3166023,,,,,
,,,,,22-Nov-16,1409.401544,351.3590734,341.7220077,,,,,
,,,,,23-Nov-16,763.5902637,174.6450304,242.1419878,,,,,
,,,,,24-Nov-16,1915.753425,330.739726,252.8454012,,,,,
,,,,,25-Nov-16,1447.919075,304.8786127,300.416185,,,,,
,,,,,26-Nov-16,108.8958333,86.50833333,39.14166667,,,,,
,,,,,28-Nov-16,726.7484663,157.7586912,173.2269939,,,,,
,,,,,28-Nov-16,2800.436508,430.9047619,319.1428571,,,,,
,,,,,29-Nov-16,1716.615087,330.4294004,312.1624758,,,,,
,,,,,30-Nov-16,2436.787149,396.7710843,371.8554217,,,,,
,,,,,1-Dec-16,1431.145833,330.775,248.175,,,,,
,,,,,2-Dec-16,1368.319502,214.6058091,262.0829876,,,,,
,,,,,3-Dec-16,1716.936416,702.982659,442.6127168,,,,,
,,,,,4-Dec-16,2086.269231,420.1846154,267.5076923,,,,,
,,,,,5-Dec-16,4333.899614,1497.498069,652.7258687,,,,,
,,,,,6-Dec-16,2194.886598,566.3257732,414.9278351,,,,,
,,,,,7-Dec-16,2457.234469,338.0921844,272.7054108,,,,,
,,,,,8-Dec-16,1722.427386,225.0871369,256.5560166,,,,,
,,,,,9-Dec-16,563.7426901,113.2475634,202.1052632,,,,,
,,,,,10-Dec-16,659.5247934,177.7190083,165.7933884,,,,,
,,,,,11-Dec-16,622.5819672,180.0819672,149.3852459,,,,,
,,,,,12-Dec-16,682.9306931,148.3722772,152.6257426,,,,,
,,,,,13-Dec-16,523.0452675,256.526749,152.7407407,,,,,
,,,,,14-Dec-16,557,202.5176471,207.4588235,,,,,
,,,,,15-Dec-16,879.960396,210.3920792,198.1069307,,,,,
,,,,,16-Dec-16,680.6004141,153.863354,175.0062112,,,,,
,,,,,17-Dec-16,435.8097166,90.12955466,86.67206478,,,,,
,,,,,18-Dec-16,1137.11501,290.1988304,147.3684211,,,,,
,,,,,19-Dec-16,1135.533597,289.8735178,273.770751,,,,,
,,,,,20-Dec-16,590.2249489,119.4110429,171.0184049,,,,,
,,,,,22-Dec-16,1743.960396,229.8772277,199.6752475,,,,,
,,,,,22-Dec-16,857.0140281,176.5130261,224.6573146,,,,,
,,,,,23-Dec-16,995.3638254,295.6091476,275.2765073,,,,,
,,,,,24-Dec-16,1968.709677,559.7903226,419.1532258,,,,,
,,,,,25-Dec-16,1750.89613,325.4419552,307.3564155,,,,,
,,,,,26-Dec-16,774.6242775,230.982659,217.5953757,,,,,
,,,,,27-Dec-16,925.3907816,262.5330661,268.8096192,,,,,
,,,,,28-Dec-16,952.9094412,231.0982659,248.6011561,,,,,
,,,,,29-Dec-16,753.2879377,152.8249027,184.692607,,,,,
,,,,,30-Dec-16,1048.884298,282.0495868,273.7190083,,,,,
,,,,,31-Dec-16,1041.677019,253.3416149,306.8571429,,,,,
,,,,,1-Jan-17,1585.625,225.9677419,316.5241935,,,,,
,,,,,2-Jan-17,346.0314342,51.98428291,107.0805501,,,,,
,,,,,3-Jan-17,886.2624254,321.7097416,212.1351889,,,,,
,,,,,4-Jan-17,1233.925049,294.1775148,308.1656805,,,,,
,,,,,5-Jan-17,953.3471074,135.5702479,239.3553719,,,,,
,,,,,7-Jan-17,653.2135729,327.4011976,299.7844311,,,,,
,,,,,7-Jan-17,1494.038835,326.1436893,285.2038835,,,,,
,,,,,8-Jan-17,617.5,115.7538462,276.3,,,,,
,,,,,9-Jan-17,402.4701195,136.7649402,172.4701195,,,,,
