Animal_ID,Count,Sex,CaptureDate,Time,Age,Repro,Mass,TestisLength,Handler,Season,Location,prog.10,est.10,cort.10,Test.10,Notes
m,,F,1/12/2017,,A,,na,,,Winter,Zoo,na,na,32.67923077,na,
s,,F,1/12/2017,,A,,,,,Winter,Zoo,na,na,14.68888889,na,
m,,F,1/13/2017,,A,,na,,,Winter,Zoo,na,na,45.03902439,na,
s,,F,1/13/2017,,A,,,,,Winter,Zoo,na,na,1.748995984,na,
s,,F,1/14/2017,,A,,,,,Winter,Zoo,na,na,16.02,na,
m,,F,1/15/2017,,A,,na,,,Winter,Zoo,na,na,43.18024691,na,
m,,F,1/16/2017,,A,,na,,,Winter,Zoo,na,na,33.9215534,na,
m,,F,1/17/2017,,A,,na,,,Winter,Zoo,na,na,42.07,na,
s,,F,1/17/2017,,A,,,,,Winter,Zoo,na,na,22.92098765,na,
s,,F,1/18/2017,,A,,,,,Winter,Zoo,na,na,15.384375,na,
m,,F,1/19/2017,,A,,na,,,Winter,Zoo,na,na,20.78757764,na,
s,,F,1/19/2017,,A,,,,,Winter,Zoo,na,na,38.58997996,na,
m,,F,1/20/2017,,A,,na,,,Winter,Zoo,na,na,17.37087379,na,
m,,F,1/21/2017,,A,,na,,,Winter,Zoo,na,na,15.51201629,na,
m,,F,1/22/2017,,A,,na,,,Winter,Zoo,na,na,16.05818182,na,
m,,F,1/23/2017,,A,,na,,,Winter,Zoo,na,na,20.00316832,na,
m,,F,1/25/2017,,A,,na,,,Winter,Zoo,na,na,19.07407407,na,
m,,F,1/26/2017,,A,,na,,,Winter,Zoo,na,na,19.27836735,na,
s,,F,1/26/2017,,A,,,,,Winter,Zoo,na,na,15.83252033,na,
m,,F,1/27/2017,,A,,na,,,Winter,Zoo,na,na,21.96626506,na,
s,,F,1/27/2017,,A,,,,,Winter,Zoo,na,na,11.52969697,na,
m,,F,1/28/2017,,A,,na,,,Winter,Zoo,na,na,31.8373444,na,
s,,F,1/28/2017,,A,,,,,Winter,Zoo,na,na,14.79226306,na,
m,,F,1/29/2017,,A,,na,,,Winter,Zoo,na,na,26.98881988,na,
s,,F,1/29/2017,,A,,,,,Winter,Zoo,na,na,11.31017964,na,
m,,F,1/30/2017,,A,,na,,,Winter,Zoo,na,na,41.96737864,na,
m,,F,2/1/2017,,A,,na,,,Winter,Zoo,na,na,21.13902439,na,
m,,F,2/2/2017,,A,,na,,,Winter,Zoo,na,na,20.71042471,na,
m,,F,2/3/2017,,A,,na,,,Winter,Zoo,na,na,100.15,na,
s,,F,2/3/2017,,A,,,,,Winter,Zoo,na,na,15.68803089,na,
m,,F,2/4/2017,,A,,na,,,Winter,Zoo,na,na,38.05244618,na,
s,,F,2/4/2017,,A,,,,,Winter,Zoo,na,na,21.41226216,na,
m,,F,2/5/2017,,A,,na,,,Winter,Zoo,na,na,26.88772636,na,
m,,F,2/6/2017,,A,,na,,,Winter,Zoo,na,na,15.93939394,na,
s,,F,2/6/2017,,A,,,,,Winter,Zoo,na,na,36.3592955,na,
m,,F,2/7/2017,,A,,na,,,Winter,Zoo,na,na,19.62910603,na,
m,,F,2/8/2017,,A,,na,,,Winter,Zoo,na,na,26.57346535,na,
m,,F,2/9/2017,,A,,na,,,Winter,Zoo,na,na,16.7821501,na,
m,,F,2/10/2017,,A,,na,,,Winter,Zoo,na,na,29.75465587,na,
s,,F,2/10/2017,,A,,,,,Winter,Zoo,na,na,27.1147929,na,
m,,F,2/11/2017,,A,,na,,,Winter,Zoo,na,na,36.38899804,na,
s,,F,2/11/2017,,A,,,,,Winter,Zoo,na,na,22.58356713,na,
m,,F,2/12/2017,,A,,na,,,Winter,Zoo,na,na,67.62074689,na,
m,,F,2/13/2017,,A,,na,,,Winter,Zoo,na,na,34.60122699,na,
s,,F,2/14/2017,,A,,,,,Winter,Zoo,na,na,24.45609756,na,
m,,F,2/16/2017,,A,,na,,,Winter,Zoo,na,na,16.56143141,na,
m,,F,2/17/2017,,A,,na,,,Winter,Zoo,na,na,38.04426877,na,
m,,F,2/18/2017,,A,,na,,,Winter,Zoo,na,na,26.35087719,na,
s,,F,2/18/2017,,A,,,,,Winter,Zoo,na,na,18.63170732,na,
m,,F,2/19/2017,,A,,na,,,Winter,Zoo,na,na,18.05498008,na,
m,,F,2/20/2017,,A,,na,,,Winter,Zoo,na,na,18.22696177,na,
m,,F,2/21/2017,,A,,na,,,Winter,Zoo,na,na,17.2128,na,
m,,F,2/23/2017,,A,,na,,,Winter,Zoo,na,na,28.3032,na,
s,,F,2/23/2017,,A,,,,,Winter,Zoo,na,na,15.00348162,na,
s,,F,2/24/2017,,A,,,,,Winter,Zoo,na,na,18.95577299,na,
m,,F,2/25/2017,,A,,na,,,Winter,Zoo,na,na,30.41964637,na,
s,,F,2/25/2017,,A,,,,,Winter,Zoo,na,na,13.29492901,na,
m,,F,2/26/2017,,A,,na,,,Winter,Zoo,na,na,87.36516634,na,
s,,F,2/26/2017,,A,,,,,Winter,Zoo,na,na,41.80115607,na,
m,,F,2/27/2017,,A,,na,,,Winter,Zoo,na,na,70.75813953,na,
s,,F,2/27/2017,,A,,,,,Winter,Zoo,na,na,22.27389831,na,
m,,F,2/28/2017,,A,,na,,,Winter,Zoo,na,na,31.45581395,na,
1172,6,F,9/12/2017,,A,PostLact,233,,MJM,Fall,MtGraham,53.80580913,62.01659751,33.812,na,"Location is new midden behind rockpiles in ST area.  Collar, antenna, and signal all OK"
1219,1,F,9/14/2017,,A,RecentLact,215,,MJM,Fall,MtGraham,38.15860735,121.8201161,52.308,na,"New animal, resident at midden 2211.  Frequency comes in best at 3645B."
1203,9,F,12/2/2017,,A,NoRepro,239,,MM,Fall,MtGraham,126.3143451,215.4012474,49.013,na,Grant Hill study area.  Collar and antenna look OK.
1206,5,F,12/2/2017,,A,NoRepro,218,,MM,Fall,MtGraham,31.27366337,243.6653465,57.579,na,Grant Hill study area.  Collar and antenna look OK.
1219,2,F,12/3/2017,,A,NoRepro,227,,MM,Fall,MtGraham,12.87017544,34.75633528,69.008,na,Location is midden 2211.  Collar and antenna look OK.
1172,5,F,12/6/2017,,A,PostLact,218,,MJM,Fall,MtGraham,317.0322581,324.0241935,52.79,na,Collar and antenna look OK.  Signal OK.
1207,,M,12/6/2017,,A,Scrotal,240,7,MM,Fall,MtGraham,40.24180328,71.36680328,17.742,na,Grant Hill study area.  Male is resident at 8623 shift.
1172,12,F,3/2/2018,,A,NoRepro,220,,MM,Winter,MtGraham,30.64883721,108.5773256,30.623,na,
1203,10,F,3/3/2018,,A,Estrus,238,,MM,Winter,MtGraham,232.9651822,1012.651822,84.806,na,"Repro check, vulva very big"
1206,7,F,3/3/2018,,A,NoRepro,221,,MM,Winter,MtGraham,35.08812665,76.43271768,21.711,na,
1209,3,F,3/3/2018,,A,NoRepro,231,,MM,Winter,MtGraham,35.73975904,32.54016064,16.684,na,"Repro check, Vulva small, does not appear pregnant.  A male squirrel was seen in her midden, but no chases observed."
1218,5,F,3/5/2018,,A,PostLact,220,,MJM,Winter,MtGraham,52.79051383,379.3498024,62.815,na,"Location is old HS-13.  Female went MIA after the Frye Fire, her old collar is gone.  Repro notes, vulva small and pale, barely visible.  Added new collar today 395A"
1172,13,F,3/13/2018,,A,NoRepro,248,,MM,Winter,MtGraham,17.23278689,38.17827869,11.469,na,
1203,11,F,3/13/2018,,A,Estrus,242,,MM,Winter,MtGraham,313.8328125,233.2617188,140.871,na,"Repro check.  Vulva is a little swollen, not obvious.  Female was for sure in estrus 10 days ago.  She is perhaps post-estrus now."
1206,8,F,3/13/2018,,A,NoRepro,226,,MM,Winter,MtGraham,36.51728155,50.53398058,28.889,na,"Repro check, still no sign of estrus."
1209,4,F,3/13/2018,,A,NoRepro,223,,MM,Winter,MtGraham,26.66024096,31.59236948,9.788,na,"Repro check, still no sign of estrus."
1203,12,F,3/24/2018,,A,Pregnant,253,,MM,Spring,MtGraham,119.1716599,191.1376518,127.88,na,"Weight is increased from last capture, believe she is now pregnant."
1206,9,F,3/24/2018,,A,Estrus,235,,MM,Spring,MtGraham,71.35764706,154.872549,87.682,na,"Repro check, female now appears to be in estrus."
1172,14,F,3/25/2018,,A,NoRepro,245,,MM,Spring,MtGraham,32.62368932,60.84854369,18.855,na,
1218,6,F,3/25/2018,,A,NoRepro,223,,MM,Spring,MtGraham,53.42459016,209.8893443,39.192,na,"Repro check, still no sign of estrus."
1172,9,F,4/16/2018,,A,UNK,238,,MM,Spring,MtGraham,38.40950495,180.9861386,87.372,na,"Animal might be pregnant, as 4 days ago appeared to be post-estrus"
1172,10,F,4/20/2018,,A,Estrus,248,,MM,Spring,MtGraham,46.20995851,191.9771784,40.693,na,Animal may be post-estrus.
1218,7,F,4/20/2018,,A,NoRepro,228,,MM,Spring,MtGraham,36.80159046,124.5666004,41.852,na,
1220,5,F,4/20/2018,,A,NoRepro,223,,MM,Spring,MtGraham,29.43529412,86.81135903,99.055,na,
1172,15,F,5/16/2018,,A,Pregnant,263,,MJM,Spring,MtGraham,51.13306452,36.48387097,16.65,na,"Repro check.  Nipples still small with black tips.  Abdomen enlarged, could not definitively palpate fetuses."
1203,13,F,5/16/2018,,A,Lact,248,,MJM,Spring,MtGraham,229.4511066,64.63380282,52.542,na,"Nipples pink and enlarged, small amount of milk expressed from 2 teats.  "
1218,8,F,5/16/2018,,A,UNK,243,,MJM,Spring,MtGraham,16.4480315,17.18897638,30.874,na,"Repro check.  Nipples small with black tips, vulva slightly enlarged.  Could not definitively palpate fetuses, but weight suggests she could be pregnant."
1225,4,F,5/16/2018,,A,NoRepro,230,,MJM,Spring,MtGraham,15.54579055,12.06570842,29.118,na,"Location is near 8050, a small scale pile 20m 85deg from nest 18385.  Vulva is small, nipples extremely small, she has not reproduced before, probably born in 2017.  Think she is the animal that has been hanging out in the 8050 area, between there and the rocks."
1220,6,F,5/17/2018,,A,UNK,208,,MJM,Spring,MtGraham,102.3388781,102.9052224,56.681,na,"Repro check.  Status difficult to say.  She looks early lactation, nipples elongated, dark tips, with some fur worn, but no swelling, no milk.  Her abdomen is slightly rounded.  Last capture 1 month ago indicated she was non-repro.  Is she pregnant or early lact?  Looks like something may be going on, she is in a new nest far from her usual location.  New nest is NE of midden 1195 on the edge of the burn/meadow."
1226,5,F,5/29/2018,,A,Lact,236,,MM,Spring,MtGraham,229.4361055,237.8701826,106.659,na,"Female is early lactation, was able to express milk."
1203,2,F,6/7/2018,,A,Lact,246,,MM,Spring,MtGraham,48.52948454,43.0556701,33.432,na,"Repro check:  Not able to express milk, but pink nipples with fur worn around them."
1225,,M,6/11/2018,,A,,,,,Spring,MtGraham,,,44.7,82.7,
1225,,M,6/12/2018,,A,,,,,Spring,MtGraham,,,102.6,101.18,
1228,,M,6/16/2018,,A,,,,,Spring,MtGraham,,,53.02,33.98,
1229,,M,6/17/2018,,A,,,,,Spring,MtGraham,,,46.36,54,
1225,1,F,6/18/2018,,A,RecentLact,212,,MM,Spring,MtGraham,134.5593561,213.2655936,126.495,na,"Nipples darkened, fur regrowing."
1230,,M,6/19/2018,,A,,,,,Spring,MtGraham,,,151.4,74.94,
1230,,M,6/23/2018,,A,,,,,Summer,MtGraham,,,171.16,176.74,
1233,,M,6/24/2018,,A,,,,,Summer,MtGraham,,,61.01,59.07,
1233,,M,6/26/2018,,A,,,,,Summer,MtGraham,,,184.3,177.79,
1235,,M,6/28/2018,,A,,,,,Summer,MtGraham,,,88.51,89.21,
1236,,M,7/1/2018,,A,,,,,Summer,MtGraham,,,106.56,187.75,
1236,,M,7/4/2018,,A,,,,,Summer,MtGraham,,,107.49,169.88,
1236,,M,7/7/2018,,A,,,,,Summer,MtGraham,,,62.39,95.55,
1236,,M,7/8/2018,,A,,,,,Summer,MtGraham,,,49.9,83.4,
1238,,M,7/10/2018,,A,,,,,Summer,MtGraham,,,92.58,115.42,
1238,,M,7/12/2018,,A,,,,,Summer,MtGraham,,,96,135.25,
1241,,M,7/15/2018,,A,,,,,Summer,MtGraham,,,108.32,269.93,
1241,,M,7/17/2018,,A,,,,,Summer,MtGraham,,,111.93,189.37,
5043,,M,7/19/2018,,A,,,,,Summer,WhiteMountains,,,71.42,112.69,
1,,M,7/21/2018,,A,,,,MM,Summer,WhiteMountains,,,181.99,232.52,
4,,M,7/22/2018,,A,,,,MM,Summer,WhiteMountains,,,82.26,60.41,
5,,M,7/24/2018,,A,,,,MM,Summer,WhiteMountains,,,209.04,278.58,
6,,M,7/28/2018,,A,,,,MM,Summer,WhiteMountains,,,63.6,67.42,
7,,M,7/29/2018,,A,,,,MM,Summer,WhiteMountains,,,174.81,175.19,
8,,M,7/30/2018,,A,,,,MM,Summer,WhiteMountains,,,116.29,181.79,
9,,M,7/31/2018,,A,,,,MM,Summer,WhiteMountains,,,36.95,63.25,
5000,,F,8/2/2018,9:30,A,Lact,263,,MM,Summer,WhiteMountains,48.6291498,95.19230769,75.97651822,na,"Black tips, swallon nipple, milk express"
5003,,F,8/2/2018,8:35,A,Lact,243,,MM,Summer,WhiteMountains,219.3638171,498.72167,101.582505,na,"Black tips, swallon nipple, milk express"
10,,M,8/2/2018,,A,,,,MM,Summer,WhiteMountains,,,477.36,326.87,
5004,,F,8/3/2018,9:33,A,PostLact,263,,MM,Summer,WhiteMountains,124.679089,107.7018634,92.19875776,na,"Black tips, not swallon nipple, milk not express"
5008,,F,8/3/2018,9:07,A,NoRepro,243,,MM,Summer,WhiteMountains,67.15862069,199.6612576,53.61298174,na,"Pink tips, nipple not swallen"
5010,,F,8/4/2018,13:54,A,PostLact,253,,MM,Summer,WhiteMountains,485.4368932,1188.297087,388.2174757,na,"Black tips, nipple a little swallon, milk not express"
5023,,F,8/4/2018,8:12,A,PostLact,248,,MM,Summer,WhiteMountains,246.7479675,334.2439024,140.9512195,na,"Black tips, not swallon nipple"
5100,,M,8/5/2018,,A,,,,MM,Summer,WhiteMountains,,,93.96,46.64,
5098,,M,8/7/2018,,A,,,,MM,Summer,WhiteMountains,,,27,17.61,
5007,,F,8/9/2018,14:09,A,Lact,,,MM,Summer,WhiteMountains,200,350.906639,127.1452282,na,
5003,,F,8/12/2018,9:57,A,Lact,240,,MM,Summer,WhiteMountains,48.6291498,95.19230769,75.97651822,na,"Tips a little dark, nipple swallon, milk not express"
5102,,M,8/12/2018,,A,,,,MM,Summer,WhiteMountains,,,54.18,27.7,
5103,,M,8/17/2018,,A,,,,MM,Summer,WhiteMountains,,,69.32,21.76,
5105,,M,8/18/2018,,A,,,,MM,Summer,WhiteMountains,,,96.99,47.29,
5106,,M,8/19/2018,,A,,,,MM,Summer,WhiteMountains,,,110.01,69.47,
5107,,M,8/23/2018,,A,,,,MM,Summer,WhiteMountains,,,56.49,43.66,
5110,,M,8/25/2018,,A,,,,MM,Summer,WhiteMountains,,,74.79,98.64,
5110,,M,8/26/2018,,A,,,,MM,Summer,WhiteMountains,,,33.52,18.66,
5111,,M,9/2/2018,,A,,,,MM,Summer,WhiteMountains,,,163.85,303.46,
5112,,M,9/4/2018,,A,,,,MM,Summer,WhiteMountains,,,39.23,6.94,
5113,,M,9/6/2018,,A,,,,MM,Summer,WhiteMountains,,,85.46,73.35,
5007,,F,9/7/2018,14:34,A,PostLact,240,,MM,Summer,WhiteMountains,42.17640232,92.01934236,106.8348162,na,???? Check if collar removed
5004,,F,9/14/2018,17:04,A,NoRepro,270,,MM,Summer,WhiteMountains,93.22957198,114.7937743,27.41789883,na,
5048,,F,1/17/2019,14:23,A,NoRepro,270,,MM,Winter,WhiteMountains,239.8343685,730.8819876,169.9602484,na, place nest box
5050,,F,1/19/2019,12:50,A,NoRepro,235,,MM,Winter,WhiteMountains,25.86796875,39.33984375,25.3921875,na,
5053,,F,1/23/2019,14:22,A,NoRepro,227,,MM,Winter,WhiteMountains,38.8502947,141.6836935,96.20746562,na,
5054,,F,1/23/2019,14:53,A,NoRepro,238,,MM,Winter,WhiteMountains,485.0416667,1673.04375,374.175,na,
5055,,F,1/23/2019,16:01,A,NoRepro,221,,MM,Winter,WhiteMountains,212.9817444,233.3610548,56.44624746,na,"Not her midden, she run away"
5056,,F,1/23/2019,16:27,A,NoRepro,215,,MM,Winter,WhiteMountains,331.5876289,821.3195876,41.8556701,na,
5051,,F,1/24/2019,15:00,A,NoRepro,235,,MM,Winter,WhiteMountains,141.4428858,244.496994,84.66853707,na,
5057,,F,1/24/2019,12:57,A,NoRepro,230,,MM,Winter,WhiteMountains,69.87906977,408.6104651,22.66976744,na,
5060,,F,1/28/2019,11:05,A,NoRepro,254,,MM,Winter,WhiteMountains,43.22113503,120.8219178,38.80861057,na,
5051,,F,1/30/2019,13:37,A,NoRepro,236,,MM,Winter,WhiteMountains,39.19298246,25.39766082,351.5368421,na,Translocate to 7709
5053,,F,1/30/2019,14:10,A,NoRepro,228,,MM,Winter,WhiteMountains,42.49879518,149.9096386,408.3614458,na,Translocate to 7712
5057,,F,1/31/2019,10:18,A,NoRepro,236,,MM,Winter,WhiteMountains,36.42699387,36.93251534,26.6993865,na,
5063,,F,2/1/2019,13:44,A,NoRepro,232,,MM,Winter,WhiteMountains,20.85770751,28.62924901,17.43320158,na,"Natural rip on the left,previous lactation"
5060,,F,2/7/2019,14:23,A,NoRepro,254,,MM,Winter,WhiteMountains,39.65195876,153.742268,534.1360825,na,14:28:53
5057,,F,2/15/2019,14:40,A,NoRepro,,,MM,Winter,WhiteMountains,137.8732106,110.0613497,64.8,na,Translocate to 7724
5060,,F,2/15/2019,16:20,A,NoRepro,258,,MM,Winter,WhiteMountains,38.84942085,120.7528958,39.96370656,na,Translocate to 7711
5067,,F,2/18/2019,10:05,A,NoRepro,212,,MM,Winter,WhiteMountains,106.4742268,147.3958763,37.87051546,na,
5048,,F,2/25/2019,13:30,A,NoRepro,208,,MM,Winter,WhiteMountains,67.29512195,125.3963415,58.46341463,na,Move to 7713
5052,,F,2/25/2019,17:17,A,NoRepro,205,,MM,Winter,WhiteMountains,531.1937378,1128.082192,772.3444227,na,Move to 7725
5056,,F,2/25/2019,16:47,A,NoRepro,230,,MM,Winter,WhiteMountains,166.0040568,318.6876268,95.95131846,na,Move to 7702
5069,,F,2/27/2019,10:50,A,NoRepro,200,,MM,Winter,WhiteMountains,229.123506,421.5478088,105.250996,na,
5067,,F,3/4/2019,10:28,A,NoRepro,215,,MM,Winter,WhiteMountains,212.2886598,180.1670103,48.17319588,na,Collar not replacable
5055,,F,3/7/2019,11:13,A,NA,NA,,MM,Winter,WhiteMountains,33.53333333,49.88888889,156.2790123,na,
5063,,F,3/9/2019,13:36,A,NoRepro,225,,MM,Winter,WhiteMountains,44.06798419,71.79841897,895.3754941,na,
5075,,F,3/9/2019,13:00,A,NoRepro,203,,MM,Winter,WhiteMountains,42.76167665,82.79640719,71.03952096,na,
5069,,F,3/20/2019,10:12,A,NoRepro,215,,MM,Winter,WhiteMountains,532.2896282,3525.023483,660.7984344,na,
5057,,F,4/18/2019,10:05,A,NoRepro,258,,MM,Spring,WhiteMountains,141.1576846,146.4071856,106.8838323,na,
5076,,F,4/18/2019,10:30,A,NoRepro,210,,MM,Spring,WhiteMountains,32.84453441,60.91700405,223.3360324,na,
5077,,F,4/18/2019,11:15,A,NoRepro,240,,MM,Spring,WhiteMountains,122.7329193,176.1055901,90.73043478,na,
5069,,F,4/19/2019,9:30,A,NoRepro,215,,MM,Spring,WhiteMountains,39.36751468,81.4109589,71.15459883,na,
5003,,F,7/30/2019,13:55,A,NA,255,,MM,Summer,WhiteMountains,183.359375,253.96875,68.73046875,na,
5092,,F,7/30/2019,9:42,A,Lact,269,,MM,Summer,WhiteMountains,159.8412698,292.1071429,80.84285714,na,
5019,,F,8/6/2019,9:35,A,Lact,260,,MM,Summer,WhiteMountains,416.500994,1063.431412,333.3184891,na,
5100,,F,8/6/2019,17:30,A,NoRepro,245,,MM,Summer,WhiteMountains,379.338843,1060.698347,413.0553719,na,translocate to Secret Valley 
5107,,F,8/7/2019,9:47,J,NoRepro,180,,MM,Summer,WhiteMountains,58.7736,107.55,60.78,na,
5110,,F,8/12/2019,8:38,A,Lact,272,,MM,Summer,WhiteMountains,224.0490798,213.3128834,83.74969325,na,
5102,,M,8/14/2019,8:50,A,NoRepro,248,,MM,Summer,WhiteMountains,,,51.67,49.83,
5113,,F,8/14/2019,8:15,A,Lact,245,,MM,Summer,WhiteMountains,144.9275362,50.75776398,105.1875776,na,
5114,,M,8/30/2019,,A,,,,MM,Summer,WhiteMountains,,,78.31,47.53,
