ct,date,ID,prog,est,cort
467,6/13/2016,s,234.8148148,931.9958848,423.5061728
468,6/15/2016,s,223.9683794,1326.245059,437.1067194
469,6/16/2016,s,298.5330661,1337.374749,415.3987976
470,6/17/2016,s,265.0588235,1056.607843,375.6392157
471,6/18/2016,s,216.5,1336.904762,325.468254
472,6/19/2016,s,198.3182711,800.8644401,239.2062868
473,6/20/2016,s,197.2573674,1084.59725,308.0943026
474,6/21/2016,s,295.2426036,1186.42998,533.6252465
475,6/22/2016,s,234.2823529,1223.588235,472.854902
476,6/24/2016,s,159.5184466,679.184466,279.8524272
477,6/25/2016,s,314.1692308,1785.884615,653.0615385
478,6/29/2016,s,222.8605108,1721.552063,606.0353635
479,6/30/2016,s,170.712,378,211.808
480,7/12/2016,s,315.2177419,2233.245968,544.9596774
481,7/13/2016,s,326.313253,1813.232932,585.5662651
482,7/14/2016,s,340.6046512,1539.263566,623.2015504
483,7/17/2016,s,315.7207392,1351.252567,478.201232
484,7/18/2016,s,336.0461538,1062.461538,6569.1
485,7/19/2016,s,314.4684318,1303.360489,539.5845214
486,7/20/2016,s,290.5263158,885.2046784,543.9610136
487,7/21/2016,s,458.0963855,2568.915663,10838.38554
488,7/22/2016,s,297.6602317,1003.436293,744.5328185
489,7/23/2016,s,454.4824903,1105.038911,566.0389105
490,7/24/2016,s,279.8709677,868.4879032,568.016129
491,7/25/2016,s,427.6341948,1064.512922,792.5248509
492,7/26/2016,s,269.306288,1018.681542,436.6004057
493,7/27/2016,s,278.3907157,776.4603482,488.1547389
494,7/28/2016,s,382.2857143,1398.928571,463.8809524
495,7/29/2016,s,241.1348089,407.5050302,319.2676056
496,7/30/2016,s,346.5,584.1393443,310.8934426
497,7/31/2016,s,312.6985447,717.1517672,634.6029106
498,8/1/2016,s,378.7258065,2656.25,1066.717742
499,8/3/2016,s,337.8461538,1132.442308,623.1
500,8/4/2016,s,250.8923077,921.7115385,600.0230769
501,8/5/2016,s,389.1663405,939.2563601,1099.819961
502,8/6/2016,s,247.5180723,991.1646586,550.5783133
503,8/7/2016,s,204.4541833,676.5936255,473.3784861
504,8/8/2016,s,236.3319838,561.8825911,402.2672065
505,8/9/2016,s,171.6024341,434.198783,957.4442191
506,8/10/2016,s,250.360396,782.7920792,474.1782178
507,8/12/2016,s,192.2459016,382.7868852,345.0163934
508,8/13/2016,s,182.2978723,477.1760155,528.8355899
509,8/14/2016,s,388.4247104,923.8030888,443.6293436
510,8/15/2016,s,252.1414538,784.0667976,490.0196464
511,8/16/2016,s,186.5714286,386.2896825,349.1746032
512,8/17/2016,s,181.0391753,678.8247423,448.6762887
513,8/18/2016,s,267.6461538,773.6923077,850.6384615
514,8/19/2016,s,270.816568,643.5502959,432.6390533
515,8/20/2016,s,177.355102,593.4081633,465.6244898
516,8/21/2016,s,196.6795367,653.976834,474.6254826
517,8/21/2016,s,399.1907514,1457.302505,714.4971098
518,8/22/2016,s,312.6666667,802.2016461,486
519,8/23/2016,s,150.8709677,351.2903226,402.4435484
520,8/24/2016,s,148.8461538,490.3076923,324.6
521,8/25/2016,s,181.4968815,628.6902287,443.027027
522,8/26/2016,s,232.4363636,527.4949495,429.6
523,8/27/2016,s,212.765625,707.4609375,590.5546875
524,8/28/2016,s,239.8040816,734.0612245,564.0489796
525,8/29/2016,s,213.5675676,702.6061776,630.3011583
526,8/30/2016,s,217.3926499,582.4564797,549.9651838
527,8/31/2016,s,131.8153846,467.75,367.3615385
528,9/1/2016,s,224.1245136,788.5214008,463.0505837
529,9/2/2016,s,287.257732,1150.28866,565.5092784
530,9/3/2016,s,317.2033195,1056.742739,602.340249
531,9/4/2016,s,182.8023952,583.0538922,533.3333333
532,9/5/2016,s,270.3,926.0208333,470.4416667
533,9/6/2016,s,184.8688525,709.2213115,410.0655738
534,9/7/2016,s,251.582205,893.5009671,445.8800774
535,9/8/2016,s,148.030888,872.972973,351.7065637
536,9/9/2016,s,217.5903614,1137.369478,339.1084337
537,9/10/2016,s,211.176699,724.5631068,504.768932
538,9/11/2016,s,277.8728324,1047.7842,572.7013487
539,9/12/2016,s,269.6779324,811.2127237,381.3518887
540,9/13/2016,s,227.4545455,1215.516529,496.338843
541,9/14/2016,s,241.2692308,923.9615385,391.8
542,9/15/2016,s,306.757515,1706.933868,630.2284569
543,9/16/2016,s,424.5443787,1443.747535,646.556213
544,9/18/2016,s,294.1395349,1416.647287,470.1627907
545,9/19/2016,s,309.1473477,1247.288802,516.589391
546,9/20/2016,s,183.3454545,702.3865878,338.1333333
547,9/21/2016,s,224.6921529,1357.267442,528.1609658
548,9/22/2016,s,300.4479371,1183.280943,586.7111984
549,9/23/2016,s,186.8363636,652.5252525,387.2161616
550,9/24/2016,s,264.7484909,1479.71831,621.8028169
551,9/25/2016,s,233.6511628,1009.089147,292.8604651
552,9/26/2016,s,241.4469854,816.7983368,253.3970894
553,9/27/2016,s,230.8359375,984.1796875,495.328125
554,9/28/2016,s,237.8097087,1221.184466,480.9786408
555,9/29/2016,s,186.6718147,786.0810811,263.3050193
556,9/30/2016,s,281.7609562,1158.784861,428.2948207
557,10/1/2016,s,346.2142857,1552.638889,632.5952381
558,10/2/2016,s,393.9920319,2022.123016,814.3984064
559,10/3/2016,s,259.3022312,1046.115538,418.1014199
560,10/5/2016,s,160.4512428,445.1318458,188.16826
561,10/6/2016,s,358.0714286,1448.833652,560.2380952
562,10/7/2016,s,211.843299,837.9166667,350.2268041
563,10/8/2016,s,275.0310559,2567.525773,751.2298137
564,10/9/2016,s,302.8439306,1416.480331,485.4566474
565,10/10/2016,s,263.8596491,1907.880539,394.5497076
566,10/11/2016,s,157.9919028,838.4795322,224.4291498
567,10/12/2016,s,198.0740741,806.8825911,333.6296296
568,10/13/2016,s,212.9302326,1120.534979,482.3953488
569,10/14/2016,s,373.8428469,1672.189922,878.9491283
570,10/16/2016,s,287.0564516,991.9035109,312.9677419
571,10/16/2016,s,219.6573705,725.9072581,223.8884462
572,10/17/2016,s,287.1129363,1158.187251,545.5687885
573,10/18/2016,s,188.4872299,655.9958932,300.4243615
574,10/19/2016,s,281.8770492,917.2336066,329.704918
575,10/20/2016,s,246.1846154,945.6346154,448.4076923
576,10/21/2016,s,202.7514451,676.743738,253.0867052
577,10/23/2016,s,281.5609756,1226.178862,478.3902439
578,10/24/2016,s,268.8880309,751.9111969,286.6100386
579,10/24/2016,s,133.1883495,651.3786408,153.9262136
580,10/25/2016,s,126.4488189,570.019685,245.4330709
581,10/26/2016,s,206.1312741,726.8918919,295.9227799
582,10/27/2016,s,252.4970414,1133.668639,496.7337278
583,10/28/2016,s,109.2277992,410.6949807,267.9150579
584,10/29/2016,s,238.1264822,1100.355731,345.4387352
585,10/30/2016,s,140.2204724,580.8070866,274.6062992
586,10/31/2016,s,320.7857143,1480.714286,431.6428571
587,11/1/2016,s,164.9706458,795.7729941,440.8062622
588,11/2/2016,s,208.3255814,1161.085271,343.2790698
589,11/3/2016,s,233.4330709,849.3897638,242.1732283
590,11/4/2016,s,320.9302326,1339.108527,495.9069767
591,11/5/2016,s,199.5230769,788.4807692,175.5692308
592,11/6/2016,s,240.1395349,1771.472868,651.9069767
593,11/7/2016,s,246.978389,998.9980354,413.1630648
594,11/8/2016,s,305.3696498,1621.964981,437.0661479
595,11/9/2016,s,261.7864078,1532.135922,327.7281553
596,11/10/2016,s,317.106383,1735.647969,561.4700193
597,11/11/2016,s,268.5150905,937.0020121,279.6458753
598,11/12/2016,s,324.5725646,796.8665377,282.0119284
599,11/13/2016,s,191.2804642,466.861167,265.787234
600,11/14/2016,s,272.2677165,438.6282306,231.6614173
601,11/15/2016,s,305.5473888,861.1992263,244
602,11/16/2016,s,271.9133858,1045.137795,295.1020408
603,11/17/2016,s,296.9302326,694.9418605,177.1860465
604,11/18/2016,s,322.5657371,1181.095618,288.3585657
605,11/19/2016,s,523.9075145,3297.880539,570.4508671
606,11/20/2016,s,264.5925926,893.7860082,179.8271605
607,11/21/2016,s,302.3166023,1258.667954,5923.528958
608,11/22/2016,s,341.7220077,1409.401544,351.3590734
609,11/23/2016,s,242.1419878,763.5902637,174.6450304
610,11/24/2016,s,252.8454012,1915.753425,330.739726
611,11/25/2016,s,300.416185,1447.919075,304.8786127
612,11/26/2016,s,39.14166667,108.8958333,86.50833333
613,11/28/2016,s,173.2269939,726.7484663,157.7586912
614,11/28/2016,s,319.1428571,2800.436508,430.9047619
615,11/29/2016,s,312.1624758,1716.615087,330.4294004
616,11/30/2016,s,371.8554217,2436.787149,396.7710843
617,12/1/2016,s,248.175,1431.145833,330.775
618,12/2/2016,s,262.0829876,1368.319502,214.6058091
619,12/3/2016,s,442.6127168,1716.936416,702.982659
620,12/4/2016,s,267.5076923,2086.269231,420.1846154
621,12/5/2016,s,652.7258687,4333.899614,1497.498069
622,12/6/2016,s,414.9278351,2194.886598,566.3257732
623,12/7/2016,s,272.7054108,2457.234469,338.0921844
624,12/8/2016,s,256.5560166,1722.427386,225.0871369
625,12/9/2016,s,202.1052632,563.7426901,113.2475634
626,12/10/2016,s,165.7933884,659.5247934,177.7190083
627,12/11/2016,s,149.3852459,622.5819672,180.0819672
628,12/12/2016,s,152.6257426,682.9306931,148.3722772
629,12/13/2016,s,152.7407407,523.0452675,256.526749
630,12/14/2016,s,207.4588235,557,202.5176471
631,12/15/2016,s,198.1069307,879.960396,210.3920792
632,12/16/2016,s,175.0062112,680.6004141,153.863354
633,12/17/2016,s,86.67206478,435.8097166,90.12955466
634,12/18/2016,s,147.3684211,1137.11501,290.1988304
635,12/19/2016,s,273.770751,1135.533597,289.8735178
636,12/20/2016,s,171.0184049,590.2249489,119.4110429
637,12/22/2016,s,199.6752475,1743.960396,229.8772277
638,12/22/2016,s,224.6573146,857.0140281,176.5130261
639,12/23/2016,s,275.2765073,995.3638254,295.6091476
640,12/24/2016,s,419.1532258,1968.709677,559.7903226
641,12/25/2016,s,307.3564155,1750.89613,325.4419552
642,12/26/2016,s,217.5953757,774.6242775,230.982659
643,12/27/2016,s,268.8096192,925.3907816,262.5330661
644,12/28/2016,s,248.6011561,952.9094412,231.0982659
645,12/29/2016,s,184.692607,753.2879377,152.8249027
646,12/30/2016,s,273.7190083,1048.884298,282.0495868
647,12/31/2016,s,306.8571429,1041.677019,253.3416149
648,1/1/2017,s,316.5241935,1585.625,225.9677419
649,1/2/2017,s,107.0805501,346.0314342,51.98428291
650,1/3/2017,s,212.1351889,886.2624254,321.7097416
651,1/4/2017,s,308.1656805,1233.925049,294.1775148
652,1/5/2017,s,239.3553719,953.3471074,135.5702479
653,1/7/2017,s,299.7844311,653.2135729,327.4011976
654,1/7/2017,s,285.2038835,1494.038835,326.1436893
655,1/8/2017,s,276.3,617.5,115.7538462
656,1/9/2017,s,172.4701195,402.4701195,136.7649402
657,1/11/2017,s,na,na,611.5357834
658,1/12/2017,s,na,na,146.8888889
659,1/13/2017,s,na,na,17.48995984
660,1/14/2017,s,na,na,160.2
661,1/17/2017,s,na,na,229.2098765
662,1/18/2017,s,na,na,153.84375
663,1/19/2017,s,na,na,385.8997996
664,1/26/2017,s,na,na,158.3252033
665,1/27/2017,s,na,na,115.2969697
666,1/28/2017,s,na,na,147.9226306
667,1/29/2017,s,na,na,113.1017964
668,2/3/2017,s,na,na,156.8803089
669,2/4/2017,s,na,na,214.1226216
670,2/6/2017,s,na,na,363.592955
671,2/10/2017,s,na,na,271.147929
672,2/11/2017,s,na,na,225.8356713
673,2/14/2017,s,na,na,244.5609756
674,2/18/2017,s,na,na,186.3170732
675,2/23/2017,s,na,na,150.0348162
676,2/24/2017,s,na,na,189.5577299
677,2/25/2017,s,na,na,132.9492901
678,2/26/2017,s,na,na,418.0115607
679,2/27/2017,s,na,na,222.7389831
680,4/26/2015,m,253.3517787,766.1857708,400.5296443
681,4/27/2015,m,188.6970297,734.0792079,393.1485149
682,4/28/2015,m,252.2926829,535.3658537,540.3658537
683,5/1/2015,m,228.1878669,1237.651663,405.4637965
684,5/2/2015,m,262.7704918,847.6844262,593.6803279
685,5/3/2015,m,389.8326693,1228.466135,673.4103586
686,5/4/2015,m,354.3614458,458.4337349,750.9638554
687,5/5/2015,m,390.4186047,997.4612403,372.2790698
688,5/6/2015,m,237.3496933,586.4212679,605.5460123
689,5/7/2015,m,282.8769231,950.9807692,504.6
690,5/8/2015,m,531.7615385,2202.884615,.
691,5/9/2015,m,380.6307692,939.4230769,553.0384615
692,5/10/2015,m,370.7368421,2360.779727,729.2163743
693,5/11/2015,m,371.3266533,1133.927856,542.741483
694,5/12/2015,m,370.3153846,1418.903846,660.2538462
695,5/14/2015,m,469.1860465,2151.375969,985.9302326
696,5/15/2015,m,282.4401544,995.3281853,329.0501931
697,5/16/2015,m,300.6,1200.708333,1061.175
698,5/17/2015,m,203.0103093,731.0103093,295.2
699,5/18/2015,m,279.1566731,1232.978723,602.7852998
700,5/19/2015,m,303.9298246,1755.360624,615.2748538
701,5/20/2015,m,257,1111.309524,654.5
702,5/21/2015,m,272.3606557,862.2131148,435
703,5/22/2015,m,283.3165049,774.7572816,697.3747573
704,5/23/2015,m,352.2162162,1130.852391,588.7484407
705,5/24/2015,m,344.015444,1354.169884,621.3359073
706,5/25/2015,m,279.034749,829.7490347,391.042471
707,5/21/2015,m,300.7145791,970.3696099,813.4620123
708,5/27/2015,m,300.816,909.5,427.632
709,5/28/2015,m,291.0520231,756.955684,675.3757225
710,5/29/2015,m,190.2142857,497.5396825,392.1190476
711,5/30/2015,m,199.9148936,697.6595745,503.1411992
712,6/1/2015,m,310.8489796,1403.77551,567.5755102
713,6/3/2015,m,216,836.4342629,417.4183267
714,6/4/2015,m,177.3692308,736.9038462,481.3846154
715,6/5/2015,m,253.7075099,694.2094862,624.0474308
716,6/6/2015,m,265.3140496,617.5619835,603.3966942
717,6/7/2015,m,485.7865613,1584.940711,na
718,6/8/2015,m,441.45,2816.6875,961.325
719,6/9/2015,m,303.8282209,1024.887526,469.2269939
720,6/10/2015,m,226.425,773.9791667,329.175
721,6/11/2015,m,314.757764,1144.099379,449.8881988
722,6/12/2015,m,288.1558442,1076.536797,813.3766234
723,6/13/2015,m,329.025,750.7708333,383.85
724,6/14/2015,m,172.1162791,430.251938,227.0465116
725,6/15/2015,m,414.6585366,1209.715447,641.8780488
726,6/16/2015,m,358.7244094,1430.11811,588.8503937
727,6/17/2015,m,288.8981289,1308.232848,1196.482328
728,6/18/2015,m,280.7307692,1456.538462,540.3692308
729,6/19/2015,m,256.4520256,906.5671642,374.3539446
730,6/20/2015,m,292.6004057,1382.981744,457.8498986
731,6/21/2015,m,254.88,965.56,324.336
732,6/21/2015,m,241.7445972,886.5225933,667.2612967
733,6/22/2015,m,289.697446,1558.722986,633.5717092
734,6/23/2015,m,287.4193548,1604.455645,652.233871
735,6/24/2015,m,233.7380457,892.8066528,468.2494802
736,6/25/2015,m,197.4,643.125,550.35
737,6/26/2015,m,352.8699029,981.4757282,534.8271845
738,6/27/2015,m,253.5378641,491.0291262,537.6699029
739,6/28/2015,m,223.2982456,944.3664717,565.8479532
740,6/29/2015,m,361.5,1248.041667,1585.625
741,6/30/2015,m,326.2729124,1617.00611,647.9266802
742,7/1/2015,m,232.9156627,1069.036145,499.3253012
743,7/2/2015,m,414.1082164,788.0160321,503.7354709
744,7/3/2015,m,198.8704062,721.4893617,301.9729207
745,7/4/2015,m,235.4457831,970.9437751,542.8674699
746,7/5/2015,m,162.2535211,386.6197183,280.1287726
747,7/6/2015,m,346.8097166,1270.647773,362.0890688
748,7/7/2015,m,141.1560694,715.6069364,436.6242775
749,7/8/2015,m,138.3083004,457.2529644,465.5573123
750,7/9/2015,m,279.2470588,584.627451,398.3764706
751,7/10/2015,m,363.5650485,1346.485437,921.4834951
752,7/11/2015,m,295.6985743,943.4419552,568.9368635
753,7/12/2015,m,306,1929.311024,783.7795276
754,7/13/2015,m,263.2677165,1307.69685,598.9370079
755,7/14/2015,m,316.368,909.6,737.112
756,7/15/2015,m,270.7080745,878.73706,534.0621118
757,7/16/2015,m,267.4088292,1087.56238,623.5163148
758,7/17/2015,m,265.9591837,1052.959184,1022.595918
759,7/18/2015,m,425.5740365,859.6551724,960.2677485
760,7/19/2015,m,242.1496063,1111.220472,621.2834646
761,7/20/2015,m,284.3927856,985.0701403,764.8016032
762,7/21/2015,m,263.9760956,1112.011952,913.1474104
763,7/22/2015,m,219.096,1125.96,623.712
764,7/24/2015,m,360.809816,873.9263804,1483.141104
765,7/25/2015,m,271.0588235,761.0784314,786.7764706
766,7/26/2015,m,175.5449102,1187.245509,682.1796407
767,7/27/2015,m,337.8886756,668.2341651,907.1861804
768,7/28/2015,m,283.9159664,385.987395,771.8067227
769,7/29/2015,m,302.4572565,712.2664016,837.5666004
770,7/30/2015,m,283.3454545,1069.010101,917.8424242
771,7/31/2015,m,299.5485149,849.8019802,888.4990099
772,8/1/2015,m,217.1929825,964.0545809,740.6081871
773,8/2/2015,m,304.9942197,764.0655106,873.3410405
774,8/3/2015,m,222.825,1242.375,565.8
775,8/5/2015,m,169.5,959.8125,739.35
776,8/6/2015,m,217.1020408,1057.081633,589.1020408
777,8/7/2015,m,208.9937888,1006.687371,505.9130435
778,8/8/2015,m,261.9408284,809.5069034,738.0591716
779,8/9/2015,m,217.725,992.5833333,329.675
780,8/10/2015,m,67.68292683,1247.743902,524.8536585
781,8/11/2015,m,258.9486653,1061.396304,513.0677618
782,8/12/2015,m,340.255814,909.8837209,na
783,8/13/2015,m,248.0158103,3923.083004,421.4940711
784,8/14/2015,m,415.5348837,609.0891473,1010.302326
785,8/15/2015,m,160.5306122,445.3469388,392.3265306
786,8/16/2015,m,89.60320641,765.9719439,237.8597194
787,8/17/2015,m,252.2987552,1684.045643,512.5643154
788,8/18/2015,m,248.4823285,1174.802495,643.3347193
789,8/19/2015,m,331.6941176,624.0588235,910.6352941
790,8/20/2015,m,169.5272727,1060.323232,412.7757576
791,8/21/2015,m,226.3284823,539.95842,462.3866944
792,8/22/2015,m,191.4378819,482.2199593,752.5784114
793,8/23/2015,m,203.2325581,470.3488372,531.255814
794,8/25/2015,m,122.2857143,687.6190476,519.6666667
795,8/26/2015,m,140.0869565,882.6679842,396.4505929
796,8/27/2015,m,209.1252567,801.6632444,439.4414784
797,8/28/2015,m,245.7361377,1114.818356,531.4646272
798,8/29/2015,m,170.0161943,1484.696356,517.3117409
799,8/30/2015,m,172.9145129,2255.884692,410.528827
800,8/31/2015,m,326.4657534,2110.74364,704.3131115
801,12/13/2015,m,337.8461538,815.8230453,677.563786
802,12/14/2015,m,255.1111111,747.6803119,412.6003899
803,12/15/2015,m,267.3684211,980.5555556,476.3539095
804,12/16/2015,m,326.4657534,845.4526749,na
805,12/17/2015,m,108.3209877,672.9591837,na
806,12/18/2015,m,208.4326531,965.48,na
807,12/19/2015,m,393.912,1105.306931,na
808,1/1/2016,m,346.0277228,670.3118503,353.995842
809,1/2/2016,m,225.7297297,991.0615711,703.5838641
810,1/3/2016,m,379.0318471,883.7860082,492.1399177
811,1/4/2016,m,339.2592593,1340.890269,784.6956522
812,1/5/2016,m,315.9503106,1247.252964,655.4782609
813,1/6/2016,m,345.5573123,1139.917695,405.0946502
814,1/7/2016,m,144.5679012,987.8163265,453.4367347
815,1/8/2016,m,326.9387755,1155.680473,558.8481262
816,1/9/2016,m,254.0591716,1427.02,539.168
817,1/10/2016,m,329.976,1921.461538,565.2769231
818,1/11/2016,m,336.3923077,1761.809145,566.6163022
819,1/12/2016,m,367.5149105,1675,649.9
820,1/13/2016,m,258.075,2844.99002,777.1576846
821,1/14/2016,m,434.8023952,719.4011976,339.2095808
822,1/15/2016,m,214.3473054,712.038835,387.2776699
823,1/16/2016,m,263.6737864,732.0408163,754.922449
824,1/17/2016,m,369.1102041,683.7649402,800.0239044
825,1/18/2016,m,312.310757,951.6700201,1046.366197
826,1/19/2016,m,507.0422535,1506.803922,554.4941176
827,1/20/2016,m,446.1176471,1346.605691,438.0894309
828,1/21/2016,m,378.0731707,2155.393939,958.8929293
829,1/22/2016,m,474.0363636,1305.489022,577.6686627
830,1/23/2016,m,426.6826347,1494.603175,547.5634921
831,1/24/2016,m,259.9285714,699.7368421,338.4777328
832,1/25/2016,m,305.708502,886.9685039,376.1574803
833,1/26/2016,m,306.9212598,1010.909091,412.5656566
834,1/27/2016,m,309.1636364,585.2631579,274.7758285
835,1/28/2016,m,189.0526316,532.0750988,268.1343874
836,1/29/2016,m,192.6640316,776.4848485,399.9111111
837,1/30/2016,m,299.3454545,1925.317919,623.0211946
838,1/31/2016,m,582.7976879,988.4241245,372.2801556
839,2/1/2016,m,310.1322957,1568.203125,535.7265625
840,2/2/2016,m,343.6875,1491.284585,332.3715415
841,2/3/2016,m,315.4624506,1929.719439,510.501002
842,2/4/2016,m,330.5651303,1875.964215,573.2962227
843,2/5/2016,m,387.554672,2373.938224,553.4903475
844,2/6/2016,m,311.1428571,545.7746479,251.2354125
845,2/7/2016,m,178.1891348,1295.769981,575.7348928
846,2/8/2016,m,295.5087719,1659.860835,576.0795229
847,2/9/2016,m,360.7157058,2762.811881,582.7564356
848,2/10/2016,m,422.9465347,2058.585462,464.1493124
849,2/11/2016,m,340.762279,2462.192308,486.7846154
850,2/12/2016,m,279.6923077,1778.31068,515.4640777
851,2/13/2016,m,262.7650485,2588.431772,525.6130346
852,2/14/2016,m,336.5376782,857.02,323.256
853,2/15/2016,m,362.376,1532.768031,331.1890838
854,2/16/2016,m,163.3684211,2113.727088,416.3340122
855,2/17/2016,m,184.5458248,2273.910387,521.7678208
856,2/18/2016,m,181.0264766,951.2851406,470.9076305
857,2/19/2016,m,133.6565657,1472.217742,651.9758065
858,2/20/2016,m,380.25,158.5686654,81.0754352
859,2/21/2016,m,73.09090909,1455.898438,461.3125
860,2/22/2016,m,271.8984375,1393.722772,526.4079208
861,2/23/2016,m,273.8138614,1310.039216,585.654902
862,2/24/2016,m,379.5529412,1149.787645,453.8841699
863,2/25/2016,m,243.6602317,1068.822314,696.7107438
864,2/26/2016,m,286.7355372,724.6850394,374.5748031
865,2/27/2016,m,261.496063,285.5060729,176.3076923
866,2/28/2016,m,219.8623482,731.9556452,195.0241935
867,2/29/2016,m,228.5564516,1724.038462,4021.269231
868,3/1/2016,m,254.1686747,466.3600783,4951.726027
869,3/2/2016,m,368.8062622,870.1386139,491.3346535
870,3/3/2016,m,338.1861386,1016.546906,480.5429142
871,3/4/2016,m,353.1017964,468.5062241,336.3070539
872,3/5/2016,m,244.5311203,1413.034623,406.2729124
873,3/6/2016,m,430.3869654,1181.040816,530.5061224
874,3/7/2016,m,348.0979592,462.4902724,1895.486381
875,3/8/2016,m,307.8910506,626.7184466,128.0621359
876,3/9/2016,m,328.7533981,1319.524752,503.8415842
877,3/10/2016,m,377.1089109,850.0779727,389.0604288
878,3/11/2016,m,334.5964912,433.7449393,167.3036437
879,3/12/2016,m,180.582996,1358.439425,439.8193018
880,3/13/2016,m,349.1334702,822.7360308,372.9325626
881,3/14/2016,m,350.0809249,1296.115385,369.6692308
882,3/15/2016,m,340.7538462,1541.77551,502.3755102
883,3/16/2016,m,359.4857143,1645.613682,480.193159
884,3/17/2016,m,389.8430584,1300.736196,325.4805726
885,3/18/2016,m,275.7791411,1508.49505,965.449505
886,3/19/2016,m,309.1722772,1190.838446,373.202454
887,3/20/2016,m,347.9263804,506.3510848,180.8915187
888,3/21/2016,m,91.85798817,1962.370062,334.9355509
889,3/22/2016,m,371.002079,890.8436214,970.1234568
890,3/23/2016,m,317.9259259,1446.097561,532.0162602
891,3/24/2016,m,336.6585366,1682.18,572.096
892,3/25/2016,m,416.448,776.6336634,470.970297
893,3/26/2016,m,290.2811881,841.1597374,386.7571116
894,3/27/2016,m,300.6827133,916.765873,378.6031746
895,3/28/2016,m,212.4285714,813.2591093,321.4817814
896,3/29/2016,m,282.0242915,632.8543307,273.7637795
897,3/30/2016,m,248.2440945,1024.13442,472.9857434
898,3/31/2016,m,274.2892057,901.6283525,313.4329502
899,4/1/2016,m,284,946.2680412,301.4845361
900,4/2/2016,m,268.1072165,814.194831,391.1093439
901,4/3/2016,m,255.5069583,na,377.6957404
902,4/4/2016,m,na,708.4156379,1523.061728
903,4/5/2016,m,329.3333333,401.4478114,80.47138047
904,1/1/2017,m,na,na,528.2969072
905,1/2/2017,m,na,na,1157.60161
906,1/3/2017,m,na,na,225.4698795
907,1/4/2017,m,na,na,266.1353965
908,1/5/2017,m,na,na,531.2876712
909,1/6/2017,m,na,na,568.3930636
910,1/7/2017,m,na,na,696.4294235
911,1/8/2017,m,na,na,268.9243028
912,1/9/2017,m,na,na,347.7431907
913,1/10/2017,m,na,na,241.4698795
914,1/11/2017,m,na,na,130.3700787
915,1/12/2017,m,na,na,326.7923077
916,1/13/2017,m,na,na,450.3902439
917,1/15/2017,m,na,na,431.8024691
918,1/16/2017,m,na,na,339.215534
919,1/17/2017,m,na,na,420.7
920,1/19/2017,m,na,na,207.8757764
921,1/20/2017,m,na,na,173.7087379
922,1/21/2017,m,na,na,155.1201629
923,1/22/2017,m,na,na,160.5818182
924,1/23/2017,m,na,na,200.0316832
925,1/25/2017,m,na,na,190.7407407
926,1/26/2017,m,na,na,192.7836735
927,1/27/2017,m,na,na,219.6626506
928,1/28/2017,m,na,na,318.373444
929,1/29/2017,m,na,na,269.8881988
930,1/30/2017,m,na,na,419.6737864
931,2/1/2017,m,na,na,211.3902439
932,2/2/2017,m,na,na,207.1042471
933,2/3/2017,m,na,na,1001.5
934,2/4/2017,m,na,na,380.5244618
935,2/5/2017,m,na,na,268.8772636
936,2/6/2017,m,na,na,159.3939394
937,2/7/2017,m,na,na,196.2910603
938,2/8/2017,m,na,na,265.7346535
939,2/9/2017,m,na,na,167.821501
940,2/10/2017,m,na,na,297.5465587
941,2/11/2017,m,na,na,363.8899804
942,2/12/2017,m,na,na,676.2074689
943,2/13/2017,m,na,na,346.0122699
944,2/16/2017,m,na,na,165.6143141
945,2/17/2017,m,na,na,380.4426877
946,2/18/2017,m,na,na,263.5087719
947,2/19/2017,m,na,na,180.5498008
948,2/20/2017,m,na,na,182.2696177
949,2/21/2017,m,na,na,172.128
950,2/23/2017,m,na,na,283.032
951,2/25/2017,m,na,na,304.1964637
952,2/26/2017,m,na,na,873.6516634
953,2/27/2017,m,na,na,707.5813953
954,2/28/2017,m,na,na,314.5581395
